Speaker,Time,Text,URL,Name,Parse
Kamala Harris,00:46:49,"I’m glad you asked me this question, and there have been many distortions of my record. Let me be very clear. I made a decision to become a prosecutor for two reasons, one, I’ve always wanted to protect people and keep them safe, and second, I was born knowing about how this criminal justice system in America has worked in a way that has been informed by racial bias, and I could tell you extensively about the experiences I and my family members have personally had. But I made a decision that if I was going to have the ability to reform the system, I would try to do it from the inside. So I took on the position that allowed me, without asking permission, to create one of the first in the nation initiatives that was a model and became a national model around people who are arrested for drugs and getting them jobs. I created one of the first in the nation requirements that a state law enforcement agency would have to wear cameras and keep them on full-time.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"I’m glad you asked me this question, and there have been many distortions of my record. Let me be very clear. I made a decision to become a prosecutor for two reasons, one, I’ve always wanted to protect people and keep them safe, and second, I was born knowing about how this criminal justice system in America has worked in a way that has been informed by racial bias, and I could tell you extensively about the experiences I and my family members have personally had. But I made a decision that if I was going to have the ability to reform the system, I would try to do it from the inside. So I took on the position that allowed me, without asking permission, to create one of the first in the nation initiatives that was a model and became a national model around people who are arrested for drugs and getting them jobs. I created one of the first in the nation requirements that a state law enforcement agency would have to wear cameras and keep them on full-time."
Kamala Harris,00:47:49,"I created one of the first in the nation training for police officers on the issue of racial bias and the need to reform the system. Was I able to get enough done? Absolutely not, but my plan has been described by activists as being a bold and comprehensive plan that is about ending mass incarceration, about taking the profit out of the criminal justice system. I plan on shutting down for-profit prisons on day one. It will be about what we need to do to hold law enforcement, including prosecutors, accountable, and finally, my plan is about making sure that in America’s criminal justice system we de-incarcerate woman and children, that we end solitary confinement, and that we work on keeping families intact. And as President of the United States, knowing the system from the inside, I will have the ability to be an effective leader and get this job complete.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"I created one of the first in the nation training for police officers on the issue of racial bias and the need to reform the system. Was I able to get enough done? Absolutely not, but my plan has been described by activists as being a bold and comprehensive plan that is about ending mass incarceration, about taking the profit out of the criminal justice system. I plan on shutting down for-profit prisons on day one. It will be about what we need to do to hold law enforcement, including prosecutors, accountable, and finally, my plan is about making sure that in America’s criminal justice system we de-incarcerate woman and children, that we end solitary confinement, and that we work on keeping families intact. And as President of the United States, knowing the system from the inside, I will have the ability to be an effective leader and get this job complete."
Kamala Harris,00:56:54,That’s right.,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,That’s right.
Kamala Harris,00:57:26,"I mean I would just say, “Hey Joe instead of saying that we can’t let say yes we can.”",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"I mean I would just say, “Hey Joe instead of saying that we can’t let say yes we can.”"
Kamala Harris,00:57:38,"Yes we can. Because I’ll tell you something. The way that I think about this is I’ve seen more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you. I have hugged more mothers of homicide victims than I care to tell you. And the idea that we would wait for this congress, which has just done nothing to act is just… It is overlooking the fact that every day in America our babies are going to school to have drills. Elementary, middle and high school students where they are learning about how they have to hide in a closet or crouch in a corner if there is a mass shooter roaming the hallways of their school.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"Yes we can. Because I’ll tell you something. The way that I think about this is I’ve seen more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you. I have hugged more mothers of homicide victims than I care to tell you. And the idea that we would wait for this congress, which has just done nothing to act is just… It is overlooking the fact that every day in America our babies are going to school to have drills. Elementary, middle and high school students where they are learning about how they have to hide in a closet or crouch in a corner if there is a mass shooter roaming the hallways of their school."
Kamala Harris,00:58:32,"I was talking about this at one of my town halls and this child was eight years old probably, came up to me. It was like it was a secret between the two of us and he tugged on my jacket and he said, “I had to have one of those drills.” It is traumatizing our children, El Paso and Beto God love you for standing so courageously in the midst of that tragedy. People asked me in El Paso, they said, because I have a long standing record on this issue. They said, “Well, do you think Trump is responsible for what happened?” And I said, “Well, look. I mean, obviously he didn’t pull the trigger, but he’s certainly been tweeting out the ammunition.”",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"I was talking about this at one of my town halls and this child was eight years old probably, came up to me. It was like it was a secret between the two of us and he tugged on my jacket and he said, “I had to have one of those drills.” It is traumatizing our children, El Paso and Beto God love you for standing so courageously in the midst of that tragedy. People asked me in El Paso, they said, because I have a long standing record on this issue. They said, “Well, do you think Trump is responsible for what happened?” And I said, “Well, look. I mean, obviously he didn’t pull the trigger, but he’s certainly been tweeting out the ammunition.”"
Kamala Harris,00:59:33,Could I tell you what you could do to respond today?,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,Could I tell you what you could do to respond today?
Kamala Harris,01:10:06,Can I respond?,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,Can I respond?
Kamala Harris,00:07:59,"Well, first of all, I have no criticism of that more than just looking at where we are now, which is that we’ve got a guy in The White House who has been erratic on trade policy. He conducts trade policy by tweet, frankly born out of his fragile ego. It has resulted in farmers in Iowa with soy beans rotting in bins looking at bankruptcy. When we look at this issue, my trade policy under a Harris administration is always going to be about saying, “We need to export American products, not American jobs.” And to do that we have to have a meaningful trade policy. I am not a protectionist Democrat. Look, we need to sell our stuff, and that means we need to sell it to people overseas. That means we need trade policies that allow that to happen.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"Well, first of all, I have no criticism of that more than just looking at where we are now, which is that we’ve got a guy in The White House who has been erratic on trade policy. He conducts trade policy by tweet, frankly born out of his fragile ego. It has resulted in farmers in Iowa with soy beans rotting in bins looking at bankruptcy. When we look at this issue, my trade policy under a Harris administration is always going to be about saying, “We need to export American products, not American jobs.” And to do that we have to have a meaningful trade policy. I am not a protectionist Democrat. Look, we need to sell our stuff, and that means we need to sell it to people overseas. That means we need trade policies that allow that to happen."
Kamala Harris,00:08:43,"You asked earlier about China, it’s a complicated relationship. We have to hold China accountable. They steal our products, including our intellectual property. They dump substandard products into our economy. They need to be held accountable.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"You asked earlier about China, it’s a complicated relationship. We have to hold China accountable. They steal our products, including our intellectual property. They dump substandard products into our economy. They need to be held accountable."
Kamala Harris,00:08:56,"We also need to partner with China on climate and the crisis that that presents. We need to partner with China on the issue of North Korea. I am on, and I think the only person on this stage, the Senate Intelligence Committee and the Senate Homeland security committee. We need a partner on the issue of North Korea. But the bottom line is this, Donald Trump in office on trade policy, you know, he reminds me of that guy in the Wizard of Oz, you know, when you pull back the curtain it’s a really small dude.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"We also need to partner with China on climate and the crisis that that presents. We need to partner with China on the issue of North Korea. I am on, and I think the only person on this stage, the Senate Intelligence Committee and the Senate Homeland security committee. We need a partner on the issue of North Korea. But the bottom line is this, Donald Trump in office on trade policy, you know, he reminds me of that guy in the Wizard of Oz, you know, when you pull back the curtain it’s a really small dude."
Kamala Harris,00:35:18,"When I think about this issue, it really is through the lens of my baby nieces who are one and a half and three years old. When I look at what is going to be the world if we do nothing, when they turn 20, I am really scared. And when I’ve been in the United States Senate for now the last two and a half years, and I look at our counterparts, the Republicans in the United States Senate, they must be looking at their children. And then when they look at the mirror, I don’t know what they see, but it’s a lack of courage.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"When I think about this issue, it really is through the lens of my baby nieces who are one and a half and three years old. When I look at what is going to be the world if we do nothing, when they turn 20, I am really scared. And when I’ve been in the United States Senate for now the last two and a half years, and I look at our counterparts, the Republicans in the United States Senate, they must be looking at their children. And then when they look at the mirror, I don’t know what they see, but it’s a lack of courage."
Kamala Harris,00:35:48,"And this is an issue that, yes, it represents an existential threat. It is also something we can do something about. This is a problem that was created by human behaviors, and we can change our behaviors in a way that-",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"And this is an issue that, yes, it represents an existential threat. It is also something we can do something about. This is a problem that was created by human behaviors, and we can change our behaviors in a way that-"
Kamala Harris,00:36:03,… and we can change our behaviors in a way that saves our planet. I’ve seen it happen in California. I took on as the Attorney General of California. I ran the second largest Department of Justice in the United States. Second only to the United States Department of Justice. I took on the big oil companies. We saw progress.,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,… and we can change our behaviors in a way that saves our planet. I’ve seen it happen in California. I took on as the Attorney General of California. I ran the second largest Department of Justice in the United States. Second only to the United States Department of Justice. I took on the big oil companies. We saw progress.
Kamala Harris,00:36:20,"If any of you have been to Los Angeles [crosstalk 00:36:22] 20 years ago, you’ll remember, that sky was brown. You go there now the sky is blue. You know why? Because leader decided to lead. We took on these big fossil fuel companies. We have some of the most important and strongest laws-",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"If any of you have been to Los Angeles [crosstalk 00:36:22] 20 years ago, you’ll remember, that sky was brown. You go there now the sky is blue. You know why? Because leader decided to lead. We took on these big fossil fuel companies. We have some of the most important and strongest laws-"
Kamala Harris,00:36:36,… in the country.,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,… in the country.
Kamala Harris,00:36:38,We made a difference. My point being I’ve done it before and I will lead as president on this issue because we have no time. The clock is ticking-,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,We made a difference. My point being I’ve done it before and I will lead as president on this issue because we have no time. The clock is ticking-
Kamala Harris,00:36:48,[crosstalk 00:36:48] … but we need courage and we need courageous leadership. We can get this done.,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,[crosstalk 00:36:48] … but we need courage and we need courageous leadership. We can get this done.
Kamala Harris,00:42:19,"My first grade teacher, Mrs. Francis Wilson, God rest her soul, attended my law school graduation. I think most of us would say that we are not where we are without the teachers who believed in us. I have offered, in this campaign, a proposal to deal with this, which will be the first in the nation, Federal investment enclosing the teacher pay gap. Which is $13,500 a year. Because right now in our public schools our teachers, 94% of them are coming out of their own pocket to help pay for school supplies. That is wrong.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"My first grade teacher, Mrs. Francis Wilson, God rest her soul, attended my law school graduation. I think most of us would say that we are not where we are without the teachers who believed in us. I have offered, in this campaign, a proposal to deal with this, which will be the first in the nation, Federal investment enclosing the teacher pay gap. Which is $13,500 a year. Because right now in our public schools our teachers, 94% of them are coming out of their own pocket to help pay for school supplies. That is wrong."
Kamala Harris,00:42:51,"I also want to talk about where we are here at TSU and what it means in terms of HBCUs. I have, as part of my proposal, that we will put two trillion dollars into investing in our HBCUs for teachers. Because one, as a proud graduate of a historically black college and university I will say that is our HBCUs that disproportionately produce teachers and those who serve in these many professions. But also-",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"I also want to talk about where we are here at TSU and what it means in terms of HBCUs. I have, as part of my proposal, that we will put two trillion dollars into investing in our HBCUs for teachers. Because one, as a proud graduate of a historically black college and university I will say that is our HBCUs that disproportionately produce teachers and those who serve in these many professions. But also-"
Kamala Harris,00:43:22,But this is a critical point. If a black child has a black teacher before the end of third grade they are 13% more likely to go to college. If that child has had two black teachers before the end of third grade they are 32% more likely to go to college. When we talk about investing in our public education system it is at the source of so much. When we fix it that will fix so many other things. We must invest in the potential-,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,But this is a critical point. If a black child has a black teacher before the end of third grade they are 13% more likely to go to college. If that child has had two black teachers before the end of third grade they are 32% more likely to go to college. When we talk about investing in our public education system it is at the source of so much. When we fix it that will fix so many other things. We must invest in the potential-
Kamala Harris,00:43:55,… of our children.,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,… of our children.
Kamala Harris,00:43:56,I strongly believe you can judge a [crosstalk 00:43:58] society based on how it treats its children and we are-,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,I strongly believe you can judge a [crosstalk 00:43:58] society based on how it treats its children and we are-
Kamala Harris,00:44:02,… failing on this issue.,https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,… failing on this issue.
Kamala Harris,00:06:53,"Every office I’ve run for, whether it be district attorney or attorney general, I was told each time it can’t be done. They said, “Nobody like you has done it before. You’re … nobody is ready for you.” When I ran for DA, I won and became the first Black woman elected DA in a state of 40 million people in San Francisco. When I ran for Attorney General of California, I was elected because I didn’t listen. I was the only Black elected woman, Black elected attorney general in the state, in the country.",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"Every office I’ve run for, whether it be district attorney or attorney general, I was told each time it can’t be done. They said, “Nobody like you has done it before. You’re … nobody is ready for you.” When I ran for DA, I won and became the first Black woman elected DA in a state of 40 million people in San Francisco. When I ran for Attorney General of California, I was elected because I didn’t listen. I was the only Black elected woman, Black elected attorney general in the state, in the country."
Kamala Harris,00:07:32,"Each time people would say, “It’s not your time. It’s not your turn. It’s going to be too difficult. They’re not ready for you.” I didn’t listen. A part of it probably comes from the fact that I was raised by a mother who said many things that were life lessons for me, including, “Don’t you ever let anybody tell you who you are. You tell them who you are.”",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"Each time people would say, “It’s not your time. It’s not your turn. It’s going to be too difficult. They’re not ready for you.” I didn’t listen. A part of it probably comes from the fact that I was raised by a mother who said many things that were life lessons for me, including, “Don’t you ever let anybody tell you who you are. You tell them who you are.”"
Kamala Harris,00:07:56,"When I look around the town halls that we do in this race for President of the United States and I look at the meetings that we do and the community meetings and I see these little girls and boys sometimes even brought by their fathers. They bring them to me, and I talk to them during these events and they smile. They’re full of joy and their fathers tell them, “See, don’t you ever listen and let anybody ever tell you what you can or cannot be. You have to believe in what can be unburdened by what has been.”",https://www.rev.com/blog/transcripts/democratic-debate-transcript-houston-september-12-2019,Harris,"When I look around the town halls that we do in this race for President of the United States and I look at the meetings that we do and the community meetings and I see these little girls and boys sometimes even brought by their fathers. They bring them to me, and I talk to them during these events and they smile. They’re full of joy and their fathers tell them, “See, don’t you ever listen and let anybody ever tell you what you can or cannot be. You have to believe in what can be unburdened by what has been.”"
Kamala Harris,00:05:27,"Well, it’s just being observant because he has committed crimes in plain sight. I mean, it’s shocking, but he told us who he was. Maya Angelou who told us years ago, listen to somebody when they tell you who they are the first time. During that election, Donald Trump told us he could shoot somebody on Fifth Avenue and get away with it. And he has consistently since he won been selling out the American people. He’s been selling out working people. He’s been selling out our values, he’s been selling out national security and on this issue with Ukraine, he’s been selling out our democracy. Our framers imagined this moment, a moment where we would have a corrupt president. And our framers then rightly designed our system of democracy to say there will be checks and balances. This is one of those moments. And so Congress must ask but the reality of it is that I don’t really think this impeachment process is going to take very long because as a former prosecutor, I know a confession when I see it.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"Well, it’s just being observant because he has committed crimes in plain sight. I mean, it’s shocking, but he told us who he was. Maya Angelou who told us years ago, listen to somebody when they tell you who they are the first time. During that election, Donald Trump told us he could shoot somebody on Fifth Avenue and get away with it. And he has consistently since he won been selling out the American people. He’s been selling out working people. He’s been selling out our values, he’s been selling out national security and on this issue with Ukraine, he’s been selling out our democracy. Our framers imagined this moment, a moment where we would have a corrupt president. And our framers then rightly designed our system of democracy to say there will be checks and balances. This is one of those moments. And so Congress must ask but the reality of it is that I don’t really think this impeachment process is going to take very long because as a former prosecutor, I know a confession when I see it."
Kamala Harris,00:06:21,"And and he did it in plain sight. He has given us the evidence and he tried to cover it up, putting it in that special server and there has been a clear consciousness of guilt. This will not take very long. Donald Trump needs to be held accountable. He is indeed the most corrupt and unpatriotic president we have ever had.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"And and he did it in plain sight. He has given us the evidence and he tried to cover it up, putting it in that special server and there has been a clear consciousness of guilt. This will not take very long. Donald Trump needs to be held accountable. He is indeed the most corrupt and unpatriotic president we have ever had."
Kamala Harris,00:31:15,"This is the sixth debate we have had in this presidential cycle and not nearly one word with all of these discussions about healthcare on women’s access to reproductive healthcare, which it’s under full on attack in America today, and it’s outrageous. There are states that have passed laws that will virtually prevent women from having access to reproductive healthcare. And it is not an exaggeration to say women will die, poor women, women of color will die because these Republican legislatures in these various states who are out of touch with America are telling women what to do with our bodies. Women are the majority of the population in this country. People need to keep their hands off of women’s bodies and let women make the-",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"This is the sixth debate we have had in this presidential cycle and not nearly one word with all of these discussions about healthcare on women’s access to reproductive healthcare, which it’s under full on attack in America today, and it’s outrageous. There are states that have passed laws that will virtually prevent women from having access to reproductive healthcare. And it is not an exaggeration to say women will die, poor women, women of color will die because these Republican legislatures in these various states who are out of touch with America are telling women what to do with our bodies. Women are the majority of the population in this country. People need to keep their hands off of women’s bodies and let women make the-"
Kamala Harris,00:32:03,"… country, people need to keep their hands off of women’s bodies and let women make the decisions about their own lives.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"… country, people need to keep their hands off of women’s bodies and let women make the decisions about their own lives."
Kamala Harris,00:32:06,Let’s talk about that. That is a significant healthcare issue in America today.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,Let’s talk about that. That is a significant healthcare issue in America today.
Kamala Harris,00:55:07,Right.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,Right.
Kamala Harris,00:55:10,"Well, here’s how I think about it. When I was growing up, my mother raised my sister and me. We would often come home from school before she came home from work. She’d come home, she’d cook dinner, and at some point we’d go to bed and she’d sit up at the kitchen table, trying to figure out how to make it all work. When I think about where we are right now in 2020, I do believe justices on the ballot. It’s on the ballot in terms of impeachment. It’s on the ballot in terms of economic justice, health justice, and so many other issues. When I think about this issue, I’m thinking about that dad, who tonight is going to be sitting his kitchen table after everyone’s gone to sleep, and sitting there with his cup of tea or coffee, trying to figure out how he’s going to make it work. He’s probably sitting there deciding that on that minimum wage job that does not pay enough for him to meet the bills at the end of the month, he’s going to have to start driving an Uber.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"Well, here’s how I think about it. When I was growing up, my mother raised my sister and me. We would often come home from school before she came home from work. She’d come home, she’d cook dinner, and at some point we’d go to bed and she’d sit up at the kitchen table, trying to figure out how to make it all work. When I think about where we are right now in 2020, I do believe justices on the ballot. It’s on the ballot in terms of impeachment. It’s on the ballot in terms of economic justice, health justice, and so many other issues. When I think about this issue, I’m thinking about that dad, who tonight is going to be sitting his kitchen table after everyone’s gone to sleep, and sitting there with his cup of tea or coffee, trying to figure out how he’s going to make it work. He’s probably sitting there deciding that on that minimum wage job that does not pay enough for him to meet the bills at the end of the month, he’s going to have to start driving an Uber."
Kamala Harris,00:56:04,"What does that mean? That means that with those two jobs, he’s going to miss his kids’ soccer games. That’s the reality for Americans today, which is why yes, when I get elected and and pass this bill, which will give the American family who makes less than $100,000 a year a tax credit of up to $6,000 a year that they can take home at up to $500 a month, that’s going to make a real difference in that man’s life. Don’t tell him that’s not a big deal-",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"What does that mean? That means that with those two jobs, he’s going to miss his kids’ soccer games. That’s the reality for Americans today, which is why yes, when I get elected and and pass this bill, which will give the American family who makes less than $100,000 a year a tax credit of up to $6,000 a year that they can take home at up to $500 a month, that’s going to make a real difference in that man’s life. Don’t tell him that’s not a big deal-"
Kamala Harris,00:56:31,-when he’s trying to get through the end of the month.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,-when he’s trying to get through the end of the month.
Kamala Harris,01:18:39,"That’s a great question, Anderson, because the Commander in Chief of the United States of America has, as one of her greatest priorities and responsibilities, to concern herself with the security of our nation and homeland. I serve on the Senate Intelligence Committee. I have over a period of time received classified information about the threats to our security, and hotspots around the world.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"That’s a great question, Anderson, because the Commander in Chief of the United States of America has, as one of her greatest priorities and responsibilities, to concern herself with the security of our nation and homeland. I serve on the Senate Intelligence Committee. I have over a period of time received classified information about the threats to our security, and hotspots around the world."
Kamala Harris,01:19:01,"What has happened in Syria is yet again Donald Trump selling folks out. And in this case, he sold out the Kurds, who, yes, fought with us and thousands died in our fight against ISIS. And let’s be clear, what Donald Trump has done because of that phone call with Erdogan is basically giving 10,000 ISIS fighters a get out of jail free card. And you know who the winner is in this? There are four: Russia, Iran, Assad, and ISIS. This is a crisis of Donald Trump’s making, and it is on a long list of crises of Donald Trump’s making. And that’s why dude got to go, and when I am Commander in Chief, we will stop this madness.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"What has happened in Syria is yet again Donald Trump selling folks out. And in this case, he sold out the Kurds, who, yes, fought with us and thousands died in our fight against ISIS. And let’s be clear, what Donald Trump has done because of that phone call with Erdogan is basically giving 10,000 ISIS fighters a get out of jail free card. And you know who the winner is in this? There are four: Russia, Iran, Assad, and ISIS. This is a crisis of Donald Trump’s making, and it is on a long list of crises of Donald Trump’s making. And that’s why dude got to go, and when I am Commander in Chief, we will stop this madness."
Kamala Harris,01:40:22,"Five million assault weapons are on the streets of America today. During the course of this debate, eight people will die from gun violence. The leading cause of death of young black men in America is gun violence, more than the top other six reasons totaled. This is a serious matter. I have personally hugged more mothers of homicide victims than I care to tell you. I have looked at more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"Five million assault weapons are on the streets of America today. During the course of this debate, eight people will die from gun violence. The leading cause of death of young black men in America is gun violence, more than the top other six reasons totaled. This is a serious matter. I have personally hugged more mothers of homicide victims than I care to tell you. I have looked at more autopsy photographs than I care to tell you. I have attended more police officer funerals than I care to tell you."
Kamala Harris,01:41:02,"I’m done, and we need action, and Congress has had years to act and failed because they do not have the courage. When I’m elected, I’ll give them 100 days to pull their act together, put a bill on my desk for signature and if they don’t, I will take executive action and put in place a comprehensive background check requirement and ban the importation of assault weapons into our country, because it is time to act.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"I’m done, and we need action, and Congress has had years to act and failed because they do not have the courage. When I’m elected, I’ll give them 100 days to pull their act together, put a bill on my desk for signature and if they don’t, I will take executive action and put in place a comprehensive background check requirement and ban the importation of assault weapons into our country, because it is time to act."
Kamala Harris,01:50:01,"I am, and I will tell you as a former prosecutor, I do think of this as being a matter of justice and accountability, because they are nothing more than some high level dope dealers. They have been engaged … and I’ve seen it happen before. I’ve taken on the pharmaceutical companies when I was Attorney General of California and led the second largest Department of Justice. I’ve seen what they do. The eight biggest pharmaceutical companies and insurance companies, last year profited $72 billion on the backs of people like the families that we are talking about that have been overwhelmed by this crisis, which is a public health epidemic.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"I am, and I will tell you as a former prosecutor, I do think of this as being a matter of justice and accountability, because they are nothing more than some high level dope dealers. They have been engaged … and I’ve seen it happen before. I’ve taken on the pharmaceutical companies when I was Attorney General of California and led the second largest Department of Justice. I’ve seen what they do. The eight biggest pharmaceutical companies and insurance companies, last year profited $72 billion on the backs of people like the families that we are talking about that have been overwhelmed by this crisis, which is a public health epidemic."
Kamala Harris,01:50:45,"And they knew what they were doing. They were marketing false advertising. They knew what they were pushing in communities and states like Ohio, without any concern about the repercussions because they were profiting and making big bucks. And yes, they should be held accountable. This is a matter of justice. And so as as President of the United States, I would ensure that the United States Department Of Justice understand that you want to deal with who is really a criminal, let’s end mass incarceration and end that failed war on drugs and let’s go after these pharmaceutical companies for what they’ve been doing to destroy our country in States like Ohio.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"And they knew what they were doing. They were marketing false advertising. They knew what they were pushing in communities and states like Ohio, without any concern about the repercussions because they were profiting and making big bucks. And yes, they should be held accountable. This is a matter of justice. And so as as President of the United States, I would ensure that the United States Department Of Justice understand that you want to deal with who is really a criminal, let’s end mass incarceration and end that failed war on drugs and let’s go after these pharmaceutical companies for what they’ve been doing to destroy our country in States like Ohio."
Kamala Harris,02:11:29,Marc. Marc.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,Marc. Marc.
Kamala Harris,02:11:47,"No I don’t agree with that at all. As serving on the Senate Intelligence Committee, working with Amy Klobuchar on what we need to do to upgrade the elections infrastructure, knowing that Russia needs to be held accountable for the fact that they interfered in the election of the president of the United States and will attempt to do it again, that’s a ridiculous argument he’s making.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"No I don’t agree with that at all. As serving on the Senate Intelligence Committee, working with Amy Klobuchar on what we need to do to upgrade the elections infrastructure, knowing that Russia needs to be held accountable for the fact that they interfered in the election of the president of the United States and will attempt to do it again, that’s a ridiculous argument he’s making."
Kamala Harris,02:12:06,But I do want to also say this. What we’re talking about is a grave injustice. When rules apply to some but not equally to all. In particular when the rules that apply to the powerless don’t apply to the powerful.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,But I do want to also say this. What we’re talking about is a grave injustice. When rules apply to some but not equally to all. In particular when the rules that apply to the powerless don’t apply to the powerful.
Kamala Harris,02:12:19,"Senator Warren I just want to say that I was surprised to here that you did not agree with me that on this subject of what should be the rules around corporate responsibility for these big tech companies. When I called on Twitter to suspend Donald Trump’s account that you did not agree. I would urge you to join me because here we have Donald Trump who has 65 million Twitter followers and is using that platform as the president of the United States to openly intimidate witnesses, to threaten witnesses, to obstruct justice. He and his account should be taken down.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"Senator Warren I just want to say that I was surprised to here that you did not agree with me that on this subject of what should be the rules around corporate responsibility for these big tech companies. When I called on Twitter to suspend Donald Trump’s account that you did not agree. I would urge you to join me because here we have Donald Trump who has 65 million Twitter followers and is using that platform as the president of the United States to openly intimidate witnesses, to threaten witnesses, to obstruct justice. He and his account should be taken down."
Kamala Harris,02:12:57,"We saw in El Paso that that shooter, in his manifesto, was informed by how Donald Trump uses that platform. This is a matter of corporate responsibility. Twitter should be held accountable and shutdown that site. It is a matter of safety and corporate accountability.",https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,"We saw in El Paso that that shooter, in his manifesto, was informed by how Donald Trump uses that platform. This is a matter of corporate responsibility. Twitter should be held accountable and shutdown that site. It is a matter of safety and corporate accountability."
Kamala Harris,02:13:22,Then join me if you don’t-,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,Then join me if you don’t-
Kamala Harris,02:13:22,Join me in saying that his Twitter account should be shut down.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,Join me in saying that his Twitter account should be shut down.
Kamala Harris,02:13:26,No?,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,No?
Kamala Harris,02:13:30,Wow.,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,Wow.
Kamala Harris,02:13:49,You can’t say you’re for corporate-,https://www.rev.com/blog/transcripts/october-democratic-debate-transcript-4th-debate-from-ohio,Harris,You can’t say you’re for corporate-
